Muscle Group,Exercise Name,Equipment,Video Links,Difficulty,Force,Grips,Mechanic,Instructions
Lats,Landmine T Bar Rows,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-t-bar-rows-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-landmine-t-bar-rows-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,1. Grab a v bar and place it under the bar's collar. | 2. Hinge forward with a flat back and pull your elbows straight back toward the ceiling. | 3. Fully extend your elbows before initiating the next rep.
Lats,Bosu Ball Pullover,Bosu-Ball,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-pullover-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-pullover-side.mp4#t=0.1",Beginner,Pull,Neutral,Isolation,1. Lie on ground with head and shoulders supported. | 2. Hold a bosu and lower it back over the head. | 3. Bring the bosu back over the chest to complete one rep.
Lats,Bosu Ball Row,Bosu-Ball,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-side.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Hold bosu and hinge forward. | 2. Pull bosu towards chest, squeezing shoulder blades."
Lats,Vitruvian Row,Vitruvian,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bosu-Ball-row-side.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Hold bosu and hinge forward. | 2. Pull bosu towards chest, squeezing shoulder blades."
Lats,Vitruvian Single Arm Row,Vitruvian,"https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-single-arm-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Vitruvian-single-arm-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,1. Take a staggered stance and hinge forward. | 2. Grab one of the handle attachments and pull your elbow toward the ceiling.
Lats,Kettlebell Alternating Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-alternating-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Stand with feet shoulder-width apart, kettlebell in one hand. | 2. Bend at hips, row kettlebell to chest. | 3. Alternate hands for each row."
Lats,Kettlebell Gorilla Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-gorilla-row-front.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Stand with kettlebell between legs. | 2. Hinge at hips, grab kettlebell, pull to chest and rotate at the torso"
Lats,Kettlebell Row,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-row-front.mp4#t=0.1",Beginner,Pull,Neutral,Compound,"1. Stand with feet shoulder-width apart, hold a kettlebell in each hand. | 2. Hinge at hips, keep back straight, and pull both kettlebells to hips."
Lats,Cable Archer Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-archer-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-archer-row-side.mp4#t=0.1",Intermediate,Pull,Neutral,Compound,"1. Place the cable at shoulder height. | 2. On the same side as the working arm, step back and rotate outwards. | 3. Pull your elbow back while flaring your elbow out."
Lats,Cable Rope Pullover,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-pullover-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-pullover-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Isolation,1. Use a rope attachment. Cable should be set all the way to the top of the machine. | 2. Grab your attachment and walk a few steps back. Push your butt back to where you are leaning forward somewhat. | 3. Initiate the movement with your shoulders and not your elbows. Imagine trying to pull the attachment through your thighs at the bottom.
Lats,Cable Rope Lat Prayer,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-lat-prayer-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rope-lat-prayer-front.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Isolation,1. Use a rope attachment. Cable should be set all the way to the top of the machine. | 2. Grab your attachment and walk a few steps back. Push your butt back to where you are leaning forward. Your ears should be between your arms. | 3. Initiate the movement with your shoulders and not your elbows. As you flex at the shoulder joint push your hips forward until your hips meet the attachment.
Lats,Cable Row Bar Standing Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-v-bar-standing-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-v-bar-standing-row-front.mp4#t=0.1",Novice,Pull,Neutral,Compound,1. Place the cable at shoulder height. Use a row bar. | 2. Pull the handles back using your arms. Push out your chest. | 3. Pull the handles towards your body until your hands are beside your abdomen.
Lats,Cable Supinating Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rotating-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-rotating-row-side.mp4#t=0.1",Beginner,Pull,Rotating: Hands Rotate,Compound,"1. Place the cable at shoulder height. | 2. Start with an overhand grip. As you pull your elbow back, rotate your palm until it faces upward."
Lats,Cable Straight Arm Pull In,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-straight-arm-pull-in-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-straight-arm-pull-in-front.mp4#t=0.1",Beginner,Pull,"Overhand: Pronated, Neutral",Compound,1. Use a handle attachment set all the way to the top of the cable crossover machine. | 2. Walk a few steps away from the cable machine. Face your body sideways. | 3. Face your palm forward. Then pull your elbow in toward your rib cage.
Lats,Cable Single Arm Underhand Grip Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-single-arm-underhand-grip-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-single-arm-underhand-grip-row-side.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,1. Place the cable at shoulder height. Use a handle attachment. Face your palm upward. | 2. Pull the handle back using your arms. Push out your chest. | 3. Pull the handle towards your body until your hands are beside your abdomen.
Lats,Cable Single Arm Neutral Grip Row,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-single-arm-neutral-grip-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-single-arm-neutral-grip-row-front.mp4#t=0.1",Novice,Pull,Neutral,Compound,1. Place the cable at shoulder height. Use a handle attachment. Face your palm toward the midline of your body. | 2. Pull the handle back using your arms. Push out your chest. | 3. Pull the handle towards your body until your hands are beside your abdomen.
Lats,Kettlebell Single Arm Row On Bench,Kettlebells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-row-on-bench-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Kettlebells-kettlebell-single-arm-row-on-bench-side.mp4#t=0.1",Novice,Pull,Neutral,Compound,"1. Start by standing in front of a flat bench with your feet shoulder-width apart and holding a kettlebell in one hand. | 2. Place your other hand on the bench for support, and bend at the waist so that your chest is parallel to the ground. | 3. From this starting position, row the kettlebell up towards your chest, squeezing your shoulder blade together as you do so. | 4. Make sure to keep your elbow close to your body and your core engaged throughout the movement."
Lats,Smith Machine Assisted Pullup,Smith-Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-assisted-pullup-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-assisted-pullup-side.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,"1. Grasp the bar with an overhand grip, arms and shoulders fully extended. Leave your feet on the floor. | 2. Pull your body up until your chin is above the bar. Use your legs top assist you up. | 3. Lower your body back to starting position."
Lats,Smith Machine Inverted Row,Smith-Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-inverted-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-inverted-row-front.mp4#t=0.1",Beginner,Pull,"Overhand: Pronated, Underhand: Supinated",Compound,"1. Lay underneath a fixed horizontal bar and grab the bar with a wide overhand grip. | 2. Pull your body straight up to the bar. | 3. Return to the starting position, your arms fully extended. Repeat."
Lats,Smith Machine Overhand Row,Smith-Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-overhand-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-overhand-row-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Compound,1. Start hinged forward with a flat back. Make sure your elbows are fully extended. | 2. Pull the bar to your sternum.
Lats,Smith Machine Underhand Row,Smith-Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-underhand-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Smithmachine-underhand-row-front.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Begin by standing in front of a bar with your feet about hip-width apart. | 2. Bend at the hips and knees to grab the bar with a supinated (underhand) grip, positioning the bar about an inch away from your shins. | 3. Keeping your back straight and your core engaged, use your back muscles to lift the bar straight up towards your chest. | 4. As the bar reaches your chest, pause briefly, and then lower the bar back to the starting position."
Lats,I Into W,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-i-into-w-prone-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-i-into-w-prone-front.mp4#t=0.1",Beginner,Pull,-,Compound,"1. Lie on your front with your arms extended and above your head. | 2. Point the thumbs up. Try to raise your arms off the ground keeping them straight. | 3. Bend your elbows to the side and form the letter ""W"" with your arms. | 4. Extend to the ""I"" position but do not rest on the ground"
Lats,Lat And Shoulder External Rotation Stretch 1 Kneeling Dowel,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-1-kneeling-dowel-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-1-kneeling-dowel-front.mp4#t=0.1",Beginner,Hold,Underhand: Supinated,Isolation,"1. Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width. | 2. Sit your hips back onto your heels, pressing the head in between the arms. | 3. You should feel a stretch in your lats, triceps and deep in the shoulder joint. | 4. You can add movement (bend-extended arms) to mobilise the shoulder joint."
Lats,Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel-side.mp4#t=0.1",Beginner,Hold,Underhand: Supinated,Isolation,"1. Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width. | 2. Sit your hips back onto your heels, pressing the head in between the arms. | 3. You should feel a stretch in your lats, triceps and deep in the shoulder joint. | 4. You can add movement (bend-extended arms) to mobilise the shoulder joint."
Lats,Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel-front.mp4#t=0.1",Beginner,Hold,Underhand: Supinated,Isolation,"1. Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width. | 2. Sit your hips back onto your heels, pressing the head in between the arms. | 3. You should feel a stretch in your lats, triceps and deep in the shoulder joint. | 4. You can add movement (bend-extended arms) to mobilise the shoulder joint."
Lats,Lat Mobilisation Floor Foam Roller,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-mobilisation-floor-foam-roller-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-mobilisation-floor-foam-roller-front.mp4#t=0.1",Beginner,Hold,-,Isolation,1. Sit on the floor next to a foam roller. | 2. Lean in such a way that the foam roller is under your lat. | 3. The arm of that side should ideally be raised. | 4. Roll your lat up and down the foam roller to mobilise it.
Lats,Prayer Stretch 1,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-1-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-1-side.mp4#t=0.1",Beginner,Hold,-,Compound,1. Sit on your heels and reach out your arms on the floor while pressing the chest towards the ground.
Lats,Prayer Stretch 2 Roller,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-2-roller-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-2-roller-side.mp4#t=0.1",Beginner,Hold,-,Compound,1. Sit on your heels and reach out your arms on a box or foam roller while pressing the chest towards the ground.
Lats,Cardio Row Erg Rower,Cardio,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-side.mp4#t=0.1",Beginner,Push,Overhand: Pronated,Compound,"1. Sit on seat, feet strapped in, grip handle with arms extended. | 2. Push with legs, lean back slightly, pull handle to lower ribs. | 3. Extend arms, lean forward from hips, bend knees to return to start."
Lats,Cardio Row Erg Rower Arms Only,Cardio,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-arms-only-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-arms-only-front.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Compound,"1. Make sure your feet are strapped in tightly. | 2. Without bending your legs, pull the handle to your ribcage. | 3. Fully extend your elbows before initiating the next rep."
Lats,Cardio Row Erg Rower Four Stroke Sprint Start,Cardio,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-four-stroke-sprint-start-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-row-erg-rower-four-stroke-sprint-start-front.mp4#t=0.1",Beginner,Push,Overhand: Pronated,Compound,"1. Sit on seat, feet strapped in, grip handle with arms extended. | 2. Push with legs, lean back slightly. Do four small pulls with increasing distance on each rep. | 3. Extend arms, lean forward from hips, bend knees to return to start."
Lats,Cardio Ski Erg,Cardio,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-ski-erg-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-ski-erg-front.mp4#t=0.1",Beginner,Pull,-,Compound,"1. Leap sideways, land on right foot, left leg behind to the side. | 2. Drop into a single-leg burpee, right leg only, hands to ground. | 3. Return to standing on right, leap sideways to left, repeat with left leg."
Lats,Swipe Around,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-side.mp4#t=0.1",Beginner,Pull,-,Compound,"1. Lie on your front, arms above head. Squeeze glutes to protect lower back | 2. Raise your chest and arms off the ground. Adduct (bring your arms by your hips) | 3. You can touch down and repeat the whole movement, or remain off the ground and just perform the ""swipes."""
Lats,Alternating Swipe Around,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-alternate-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-swipe-around-prone-alternate-side.mp4#t=0.1",Beginner,Pull,-,Compound,"1. Lie on your front, arms above head. Squeeze glutes to protect lower back | 2. Raise your chest and arms off the ground. Adduct (bring your arms by your hips) in an alternating fashion. | 3. You can touch down and repeat the whole movement, or remain off the ground and just perform the ""swipes."""
Lats,Machine Assisted Chin Up,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-chin-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-chin-up-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available. | 2. Slowly pull up until chin is above the bar. Keep elbows close, core engaged. | 3. Lower back with control. Pause at bottom. Repeat for reps."
Lats,Machine Assisted Narrow Pull Up,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-narrow-pull-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-narrow-pull-up-side.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,"1. Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available. | 2. Slowly pull up until chin is above the bar. Keep elbows close, core engaged. | 3. Lower back with control. Pause at bottom. Repeat for reps."
Lats,Machine Assisted Neutral Chin Up,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-neutral-chin-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-neutral-chin-up-front.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available. | 2. Slowly pull up until chin is above the bar. Keep elbows close, core engaged. | 3. Lower back with control. Pause at bottom. Repeat for reps."
Lats,Machine Assisted Pull Up,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-pull-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-assisted-pull-up-front.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,"1. Adjust weight for assistance. Stand on platform, grip handles above shoulder-width. Knees on pad if available. | 2. Slowly pull up until chin is above the bar. Keep elbows close, core engaged. | 3. Lower back with control. Pause at bottom. Repeat for reps."
Lats,Machine Underhand Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-underhand-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-underhand-row-front.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Sit on the machine, feet flat, and grab the handles with palms facing up, keeping your back straight. | 2. Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body. | 3. Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps."
Lats,Machine Neutral Row,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-neutral-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-machine-neutral-row-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Sit on the machine, feet flat, and grab the handles with palms facing each other, keeping your back straight. | 2. Pull handles towards your lower abdomen, squeezing your shoulder blades together. Keep elbows close to your body. | 3. Slowly return to the starting position, fully extending your arms without locking elbows. Repeat for desired reps."
Lats,Stretcher,Machine,"https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-stretcher-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-stretcher-front.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Place your foot on the leg pad for leverage and grab the attachment. | 2. Start with your arms extended and your head between your arms. | 3. Begin to pull. As you pull, lean backwards until the attachment touches your chest."
Lats,Bodyweight Assisted Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-chin-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-chin-up-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Grasp the chin-up bar with an underhand grip, shoulder-width apart. | 2. Place your feet on the ground, legs bent slightly. | 3. Use your legs to assist as you pull your chin above the bar."
Lats,Bodyweight Assisted Gironda Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-gironda-chin-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-gironda-chin-up-side.mp4#t=0.1",Novice,Pull,Underhand: Supinated,Compound,"1. Grasp the chin-up bar with an underhand grip, shoulder-width apart. | 2. Place your feet on the ground, legs bent slightly. | 3. Use your legs to assist as you pull your chest to the bar."
Lats,Bodyweight Assisted Mixed Grip Pullup,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-mixed-grip-pullup-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-mixed-grip-pullup-side.mp4#t=0.1",Novice,Pull,Mixed,Compound,"1. Grasp the chin-up bar with a mixed grip, shoulder-width apart. | 2. Place your feet on the ground, legs bent slightly. | 3. Use your legs to assist as you pull your chin above the bar."
Lats,Bodyweight Assisted Pull Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-pull-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-assisted-pull-up-front.mp4#t=0.1",Novice,Pull,Overhand: Pronated,Compound,"1. Grasp the chin-up bar with an overhand grip, shoulder-width apart. | 2. Place your feet on the ground, legs bent slightly. | 3. Use your legs to assist as you pull your chin above the bar."
Lats,Bodyweight Overhand Inverted Row,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-overhand-inverted-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-overhand-inverted-row-side.mp4#t=0.1",Beginner,Pull,Overhand: Pronated,Compound,"1. Lay underneath a fixed horizontal bar and grab the bar with a wide overhand grip. | 2. Pull your body straight up to the bar. | 3. Return to the starting position, your arms fully extended. Repeat."
Lats,Bodyweight Standing Inverted Row,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-standing-inverted-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-standing-inverted-row-front.mp4#t=0.1",Novice,Pull,Neutral,Compound,"1. Grab a door frame or a rack and place your feet near the frame. | 2. Start with your elbows extended, row your body towards your hands. | 3. Return to the starting position, your arms fully extended. Repeat."
Lats,Bodyweight Underhand Inverted Row,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-underhand-inverted-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-underhand-inverted-row-side.mp4#t=0.1",Beginner,Pull,Underhand: Supinated,Compound,"1. Lay underneath a fixed horizontal bar and grab the bar with an underhand grip. | 2. Pull your body straight up to the bar. | 3. Return to the starting position, your arms fully extended. Repeat."
Lats,Ring Row,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-row-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-ring-row-side.mp4#t=0.1",Novice,Pull,Neutral,Compound,"1. Set up rings at a high point. | 2. Grip rings and lean back, arms extended. | 3. Pull chest to rings, keeping body straight."
Lats,Dumbbell Pullover Eccentrics,Recovery,"https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-eccentrics-mobility-supine-bench-dumbbell-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-eccentrics-mobility-supine-bench-dumbbell-side.mp4#t=0.1",Novice,Pull,Neutral,Isolation,"1. Lie on a bench holding a dumbbell over your shoulder, straight arm. | 2. Slowly lower your arm towards the ground (overhead position). | 3. Pause in the stretched position. | 4. Bend your elbow to return to the starting position."
Lats,Dumbbell Weighted Chin Ups,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-weighted-chin-ups-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-weighted-chin-ups-side.mp4#t=0.1",Advanced,Pull,Underhand: Supinated,Compound,"1. Grab the bar shoulder width apart with a supinated grip (palms facing you). Use a dip belt and the let the weight hang between your legs. | 2. With your body hanging and arms fully extended, pull yourself up until your chin is past the bar. | 3. Slowly return to starting position. Repeat."
Lats,Dumbbell Weighted Pull Ups,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-weighted-pull-ups-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-weighted-pull-ups-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Grasp the bar with an overhand grip, arms and shoulders fully extended. | 2. Pull your body up until your chin is above the bar. | 3. Lower your body back to starting position."
Lats,Plate Weighted Inverted Row,Plate,"https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-plate-weighted-inverted-row-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-plate-weighted-inverted-row-front.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Lay underneath a fixed horizontal bar and grab the bar with a wide overhand grip. Place a plate on your chest. | 2. Pull your body straight up to the bar. | 3. Return to the starting position, your arms fully extended. Repeat."
Lats,Weighted Chin Ups,Plate,"https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-weighted-chin-ups-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-weighted-chin-ups-side.mp4#t=0.1",Advanced,Pull,Underhand: Supinated,Compound,"1. Grab the bar shoulder width apart with a supinated grip (palms facing you). Use a dip belt and the let the weight hang between your legs. | 2. With your body hanging and arms fully extended, pull yourself up until your chin is past the bar. | 3. Slowly return to starting position. Repeat."
Lats,Weighted Pull Ups,Plate,"https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-weighted-pull-ups-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Plate-weighted-pull-ups-side.mp4#t=0.1",Advanced,Pull,Overhand: Pronated,Compound,"1. Grasp the bar with an overhand grip, arms and shoulders fully extended. Weight hanging between your legs. | 2. Pull your body up until your chin is above the bar. | 3. Lower your body back to starting position."
Lats,L Sit Chin Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-l-sit-chin-up-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-l-sit-chin-up-front.mp4#t=0.1",Intermediate,Pull,Underhand: Supinated,Compound,"1. Grab the bar shoulder width apart with a supinated grip (palms facing you) | 2. With your body in an ""L"" position and arms fully extended, pull yourself up until your chin is past the bar. | 3. Slowly return to starting position. Repeat."
Lats,L Sit Pull Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-l-sit-pull-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-l-sit-pull-up-side.mp4#t=0.1",Intermediate,Pull,Overhand: Pronated,Compound,"1. Grasp the bar with an overhand grip, arms and shoulders fully extended. Pull your legs up until you're in an ""L"" position. | 2. Pull your body up until your chin is above the bar. | 3. Lower your body back to starting position."
